0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
101	0
102	0
103	0
104	0
105	0
106	0
107	0
108	0
109	0
110	0
111	0
112	0
113	0
114	0
115	0
116	0
117	0
118	0
119	1
120	0
121	0
122	0
123	0
124	0
125	0
126	0
127	0
128	0
129	0
130	1
131	0
132	0
133	0
134	0
135	0
136	1
137	0
138	0
139	0
140	1
141	1
142	0
143	0
144	2
145	0
146	0
147	0
148	0
149	0
150	1
151	1
152	0
153	0
154	1
155	0
156	0
157	0
158	0
159	0
160	0
161	0
162	0
163	0
164	0
165	0
166	0
167	0
168	0
169	0
170	1
171	0
172	0
173	0
174	0
175	0
176	0
177	0
178	0
179	0
180	1
181	0
182	0
183	0
184	0
185	0
186	0
187	1
188	0
189	0
190	0
191	0
192	0
193	0
194	0
195	0
196	0
197	0
198	0
199	0
200	0
201	0
202	0
203	1
204	0
205	0
206	0
207	0
208	1
209	0
210	0
211	0
212	0
213	0
214	0
215	0
216	0
217	0
218	1
219	0
220	0
221	0
222	0
223	1
224	1
225	0
226	0
227	0
228	0
229	0
230	0
231	0
232	0
233	0
234	0
235	0
236	0
237	0
238	0
239	0
240	1
241	0
242	0
243	0
244	1
245	0
246	0
247	1
248	0
249	0
250	1
251	1
252	0
253	1
254	1
255	0
256	0
257	0
258	0
259	0
260	0
261	0
262	1
263	0
264	0
265	0
266	0
267	0
268	0
269	0
270	0
271	1
272	2
273	0
274	0
275	0
276	2
277	0
278	0
279	0
280	0
281	0
282	0
283	0
284	1
285	0
286	0
287	1
288	0
289	0
290	0
291	1
292	0
293	0
294	0
295	0
296	1
297	0
298	0
299	0
300	3
301	2
302	0
303	1
304	0
305	0
306	0
307	0
308	1
309	0
310	0
311	1
312	0
313	0
314	0
315	2
316	0
317	0
318	1
319	1
320	0
321	1
322	0
323	0
324	0
325	0
326	0
327	0
328	0
329	0
330	0
331	0
332	0
333	2
334	0
335	2
336	0
337	0
338	1
339	0
340	0
341	0
342	1
343	2
344	0
345	0
346	0
347	0
348	1
349	0
350	0
351	1
352	1
353	1
354	0
355	0
356	1
357	0
358	0
359	0
360	0
361	0
362	0
363	0
364	0
365	1
366	0
367	0
368	1
369	1
370	0
371	0
372	0
373	0
374	0
375	1
376	0
377	1
378	0
379	1
380	0
381	0
382	1
383	0
384	0
385	0
386	0
387	0
388	1
389	0
390	0
391	1
392	0
393	0
394	0
395	0
396	1
397	1
398	1
399	1
400	0
401	1
402	0
403	1
404	0
405	0
406	0
407	0
408	0
409	1
410	1
411	0
412	0
413	0
414	0
415	0
416	3
417	0
418	0
419	1
420	1
421	0
422	0
423	1
424	0
425	1
426	1
427	0
428	0
429	0
430	0
431	0
432	0
433	0
434	1
435	0
436	0
437	0
438	1
439	1
440	0
441	1
442	1
443	2
444	0
445	1
446	0
447	1
448	1
449	0
450	1
451	0
452	0
453	0
454	0
455	2
456	1
457	0
458	0
459	0
460	0
461	0
462	1
463	0
464	0
465	0
466	0
467	0
468	1
469	0
470	0
471	0
472	0
473	0
474	0
475	3
476	1
477	0
478	0
479	1
480	1
481	1
482	0
483	0
484	1
485	0
486	0
487	0
488	1
489	0
490	0
491	2
492	2
493	0
494	0
495	1
496	0
497	1
498	1
499	2
500	1
501	2
502	0
503	1
504	0
505	1
506	0
507	0
508	1
509	0
510	0
511	0
512	1
513	1
514	0
515	1
516	0
517	1
518	2
519	2
520	1
521	2
522	1
523	0
524	0
525	0
526	2
527	1
528	1
529	2
530	0
531	3
532	1
533	1
